"","Sex","First.Gen","Financial.Aid","Distance","Quaker","Athlete","Legacy","Num.Visits","Num.Virtual","Percent.Click","Interest.Area"
"1078","F",0,1,1882.32370504868,0,0,0,2,0,0.375,"NatSci"
"1079","F",0,1,266.636805328551,0,0,0,1,0,0.108695652173913,"Inter"
"1080","F",0,1,320.126928981745,0,0,0,1,0,0.166666666666667,"SocSci"
"1081","M",0,1,1971.81525103852,0,1,0,0,0,0,"NatSci"
"1082","M",0,1,307.846879372931,0,1,0,1,0,0.0476190476190476,"SocSci"
"1083","M",0,0,1930.4011147174,0,0,0,0,0,0.0983606557377049,"Humanities"
"1084","M",0,1,583.12921149367,0,0,0,0,0,0.12,"SocSci"
"1085","F",0,0,42.5960804484925,0,0,0,0,0,0,"NatSci"
"1086","F",1,1,234.551841479706,0,1,0,1,0,0.0208333333333333,"Undecided"
"1087","M",0,1,680.450495666668,1,1,0,1,0,0.155555555555556,"Undecided"
"1088","M",0,0,36.4809564365526,0,1,0,0,0,0.04,"Undecided"
"1089","M",0,1,1882.08879789414,0,1,0,2,0,0.123076923076923,"NatSci"
"1090","M",0,1,206.428517507612,0,1,0,0,0,0,"NatSci"
"1091","M",1,1,1860.86391534291,0,0,0,0,0,0.0121951219512195,"NatSci"
"1092","F",0,1,102.485317053941,0,1,0,0,0,0.0078740157480315,"SocSci"
"1093","M",0,1,46.3197072179564,0,1,0,1,0,0.0135135135135135,"SocSci"
"1094","M",0,1,922.315159736887,0,0,1,0,0,0.0303030303030303,"SocSci"
"1095","F",0,1,125.848051342177,0,0,0,1,0,0.0932203389830508,"SocSci"
"1096","F",0,1,508.748081376263,1,1,1,1,0,0.0289855072463768,"NatSci"
"1097","F",1,1,183.735109237606,0,0,0,0,0,0.210526315789474,"NatSci"
"1098","F",1,1,420.95169026405,0,1,0,0,0,0.027027027027027,"Undecided"
"1099","M",0,1,59.2733475815601,0,1,0,1,0,0,"Humanities"
"1100","F",1,1,63.0220156968699,0,0,0,0,0,0,"Inter"
"1101","F",1,1,146.398275700134,0,0,0,0,0,0.0188679245283019,"SocSci"
"1102","F",0,1,103.569045169244,0,1,0,1,0,0.195652173913043,"NatSci"
"1103","M",0,1,174.048265564213,0,0,0,1,0,0.117647058823529,"Undecided"
"1104","F",0,0,2018.34966813641,0,0,0,1,0,0.111111111111111,"Inter"
"1105","F",0,1,71.1806002890206,0,1,0,0,0,0.00917431192660551,"NatSci"
"1106","M",0,1,401.327653456058,0,1,0,0,0,0.0833333333333333,"Undecided"
"1107","F",1,1,953.668962301754,0,0,0,0,0,0.0344827586206897,"SocSci"
"1108","M",0,1,189.410370450024,0,0,0,0,0,0.0118343195266272,"NatSci"
"1109","F",0,1,1919.20111682626,0,0,0,0,0,0.0333333333333333,"NatSci"
"1110","M",1,1,144.898230313831,0,1,0,0,1,0.0241935483870968,"SocSci"
"1111","F",0,1,57.7478170262222,0,1,0,0,0,0.015625,"NatSci"
"1112","M",0,1,736.217181390018,0,1,0,0,0,0.0666666666666667,"Undecided"
"1113","F",0,0,61.7760228766969,0,0,0,0,0,0.0952380952380952,"NatSci"
"1114","M",1,1,107.274700973437,0,0,0,0,0,0.0217391304347826,"NatSci"
"1115","F",0,1,1430.08814977767,0,0,0,0,0,0.012987012987013,"NatSci"
"1116","F",0,1,44.6926838689499,0,1,0,1,0,0.0258620689655172,"NatSci"
"1117","F",1,1,1318.81707394792,0,1,0,0,0,0.0540540540540541,"NatSci"
"1118","F",1,1,77.997027498489,0,1,0,1,0,0.0208333333333333,"Undecided"
"1119","F",0,1,115.633621066242,0,0,0,1,0,0.0178571428571429,"SocSci"
"1120","F",0,0,40.5324145505027,0,0,0,2,0,0.15,"Humanities"
"1121","F",1,1,196.184663208549,0,0,0,0,0,0.0288461538461538,"SocSci"
"1122","F",1,1,53.8069822003707,0,0,0,0,0,0,"SocSci"
"1123","M",0,1,108.960506548736,0,1,0,0,0,0,"SocSci"
"1124","M",0,0,118.562824239482,0,1,0,2,0,0.0576923076923077,"NatSci"
"1125","M",0,1,643.337680172998,0,1,0,1,0,0.210526315789474,"NatSci"
"1126","F",1,1,146.823870163249,0,0,0,0,0,0,"Undecided"
"1127","F",0,1,358.242967222309,0,1,0,2,0,0,"SocSci"
"1128","F",0,0,587.163257699833,0,0,0,0,0,0.0357142857142857,"Undecided"
"1129","M",0,1,198.6557993981,0,1,0,0,0,0.294117647058824,"SocSci"
"1130","M",0,1,1894.58456954434,0,1,0,0,0,0,"SocSci"
"1131","M",0,1,105.792873689276,0,0,0,0,0,0.138888888888889,"NatSci"
"1132","F",1,1,102.730800465391,0,0,0,1,0,0.00552486187845304,"NatSci"
"1133","F",0,1,299.723643883002,0,0,0,0,0,0.0555555555555556,"SocSci"
"1134","F",0,1,510.299973322566,0,0,0,0,0,0.0126582278481013,"SocSci"
"1135","F",0,0,594.416891026804,0,0,0,0,0,0.010989010989011,"Inter"
"1136","M",1,1,80.8502368266287,0,1,0,0,0,0,"SocSci"
"1137","F",1,1,1835.51661505607,0,1,0,0,0,0.0344827586206897,"SocSci"
"1138","M",0,1,496.976291526283,0,1,0,0,0,0.0238095238095238,"SocSci"
"1139","F",0,1,97.3685730594217,0,0,0,0,0,0,"NatSci"
"1140","M",0,1,86.4237537149066,0,1,0,0,0,0.0333333333333333,"SocSci"
"1141","M",0,1,1419.74237054752,0,1,0,0,0,0.125,"NatSci"
"1142","M",0,1,98.8330742670881,0,1,0,1,0,0.00757575757575758,"Arts"
"1143","M",0,1,580.503606986658,0,0,0,2,0,0.206896551724138,"NatSci"
"1144","F",1,1,64.5792537161633,0,0,0,2,0,0.121621621621622,"Inter"
"1145","F",0,1,416.524721642294,0,0,1,0,0,0.125,"Humanities"
"1146","F",0,1,80.5462879465902,0,0,0,1,0,0.0479041916167665,"NatSci"
"1147","F",0,0,37.2467861526322,0,1,0,0,0,0.0416666666666667,"SocSci"
"1148","F",1,1,1659.96418076371,0,1,0,0,0,0.0810810810810811,"Arts"
"1149","M",1,1,206.457033479157,0,0,0,0,0,0.0102040816326531,"Undecided"
"1150","F",0,1,97.3212681019498,0,0,0,0,0,0,"Undecided"
"1151","F",0,1,3.49786120090926,0,1,0,1,1,0.0714285714285714,"NatSci"
"1152","F",0,1,325.50542278744,0,1,0,0,0,0.12,"NatSci"
"1153","F",0,1,59.8529350178866,0,1,0,0,0,0,"NatSci"
"1154","M",0,1,210.962195465955,0,1,0,1,0,0,"NatSci"
"1155","M",0,1,674.634782545025,0,0,0,0,0,0.0384615384615385,"SocSci"
"1156","F",0,1,891.733643946264,0,1,0,1,0,0.0975609756097561,"NatSci"
"1157","M",0,1,39.2068843651339,0,1,0,1,0,0.0170940170940171,"NatSci"
"1158","F",0,1,59.2885764373649,0,0,1,1,0,0.153846153846154,"SocSci"
"1159","F",0,0,1966.39444147741,0,1,0,2,0,0.16,"SocSci"
"1160","F",1,1,791.588144589241,0,1,0,0,0,0.214285714285714,"SocSci"
"1161","F",0,1,134.458358804409,0,0,0,0,0,0.0105263157894737,"SocSci"
"1162","F",0,1,427.470744929694,0,0,0,0,0,0.075,"Humanities"
"1163","M",0,1,2.26955357416265,0,0,0,0,0,0.00735294117647059,"Undecided"
"1164","F",1,1,32.5106593776425,0,0,0,0,0,0.0161290322580645,"NatSci"
"1165","F",0,0,67.0962539722469,0,0,0,3,3,0.0647058823529412,"SocSci"
"1166","M",0,0,426.603474814898,0,0,0,2,0,0.0384615384615385,"NatSci"
"1167","M",0,1,49.6554209716244,0,1,0,0,0,0.0476190476190476,"SocSci"
"1168","M",0,1,414.525229335285,0,1,0,1,0,0.025974025974026,"Undecided"
"1169","M",0,1,103.372935035991,0,0,1,0,0,0.032967032967033,"SocSci"
"1170","F",0,1,1497.41939841551,0,0,1,1,0,0.0172413793103448,"NatSci"
"1171","F",0,1,591.395836821818,0,0,0,0,0,0.1,"Inter"
"1172","M",0,0,802.224093951468,0,1,0,0,0,0.0144927536231884,"SocSci"
"1173","F",0,1,4409.50948294571,0,0,0,0,0,0.0377358490566038,"NatSci"
"1174","F",0,1,216.309010568381,0,0,0,0,0,0.0476190476190476,"Inter"
"1175","F",0,1,810.761596083283,0,1,0,0,0,0.155555555555556,"Undecided"
"1176","F",1,1,908.689595772871,0,0,0,0,0,0.0952380952380952,"NatSci"
"1177","M",1,1,904.16676736416,0,1,0,1,0,0.266666666666667,"Undecided"
"1178","M",0,1,582.718617021217,0,1,0,0,0,0.0166666666666667,"Undecided"
"1179","M",0,1,421.206030806935,0,0,0,0,0,0.0266666666666667,"SocSci"
"1180","F",0,1,1987.43736440151,0,1,0,1,0,0.0196078431372549,"NatSci"
"1181","M",1,1,1076.50053349953,0,1,0,1,0,0,"SocSci"
"1182","M",0,1,173.344993440893,0,1,0,0,0,0.0459770114942529,"SocSci"
"1183","M",1,1,199.699889591262,0,0,0,0,0,0,"NatSci"
"1184","M",1,1,120.400090705625,0,0,0,1,0,0.16,"SocSci"
"1185","F",0,1,207.32247934072,0,0,0,0,0,0.0714285714285714,"Arts"
"1186","M",1,1,179.645943041206,0,1,0,1,0,0.0652173913043478,"SocSci"
"1187","F",0,1,554.450088612511,0,0,0,0,0,0.0425531914893617,"Undecided"
"1188","M",0,1,739.16816297851,0,0,0,1,0,0.025974025974026,"Inter"
"1189","F",1,1,84.2601184991998,0,0,0,0,0,0.0140845070422535,"SocSci"
"1190","F",0,1,808.33751181739,0,1,0,0,0,0.0350877192982456,"NatSci"
"1191","F",1,0,417.144226883653,0,0,0,0,0,0.0344827586206897,"NatSci"
"1192","F",0,1,230.963522223002,0,0,0,1,0,0.03125,"SocSci"
"1193","M",1,1,207.900382668369,0,1,0,0,0,0.0217391304347826,"SocSci"
"1194","F",0,0,1930.74751065802,0,0,0,0,3,0.166666666666667,"Inter"
"1195","F",0,1,34.398986575829,0,1,0,0,0,0,"SocSci"
"1196","F",1,1,160.967446296109,0,0,0,0,0,0.0632911392405063,"NatSci"
"1197","F",1,1,105.455421853601,0,1,0,1,0,0.0569105691056911,"SocSci"
"1198","F",1,1,1953.99975792016,0,1,0,0,0,0.00961538461538462,"SocSci"
"1199","M",0,1,523.747165226974,0,1,0,1,1,0.0671140939597315,"NatSci"
"1200","M",0,1,377.454828414533,1,1,0,0,0,0.0425531914893617,"SocSci"
"1201","M",0,1,38.6470402837673,0,1,0,1,0,0.0454545454545455,"Undecided"
"1202","M",0,1,581.037599685336,0,0,0,1,0,0.0384615384615385,"SocSci"
"1203","M",1,1,124.433171183584,0,0,0,1,0,0.121951219512195,"NatSci"
"1204","F",0,1,566.439266837709,0,0,0,1,0,0.0416666666666667,"SocSci"
"1205","M",0,1,451.731120159631,0,0,0,0,0,0.104166666666667,"SocSci"
"1206","M",0,1,192.530790233891,0,0,0,0,0,0.0526315789473684,"NatSci"
"1207","F",1,1,208.11315165236,0,0,0,0,0,0.0333333333333333,"Humanities"
"1208","F",0,1,85.3967111714902,0,0,0,1,0,0,"SocSci"
"1209","M",0,1,121.857959497578,0,1,0,1,0,0.0416666666666667,"NatSci"
"1210","M",0,0,1927.65220922568,1,0,0,0,2,0.0789473684210526,"Inter"
"1211","F",1,1,1239.48822593817,0,0,0,0,0,0.0357142857142857,"SocSci"
"1212","M",0,1,209.763380628041,0,0,0,1,0,0.0158730158730159,"NatSci"
"1213","F",0,0,433.501751866927,0,1,0,2,0,0.1,"Undecided"
"1214","M",1,1,206.555432845243,0,0,0,0,0,0,"Undecided"
"1215","F",0,1,182.807975471524,0,1,0,0,0,0.0232558139534884,"SocSci"
"1216","F",1,1,2017.79685397284,0,0,0,0,0,0.0143884892086331,"SocSci"
"1217","F",1,1,28.143757144567,0,1,0,0,0,0,"Undecided"
"1218","F",0,1,84.6158139204046,0,0,0,0,0,0.0201005025125628,"SocSci"
"1219","F",0,0,65.9111936189943,0,1,0,0,0,0.075,"NatSci"
"1220","F",0,0,563.857106711622,0,1,0,0,0,0.021505376344086,"Undecided"
"1221","M",0,1,59.2794703996468,0,0,0,0,0,0.0963855421686747,"Humanities"
"1222","M",0,0,240.906724070159,0,0,0,0,0,0,"SocSci"
"1223","F",1,1,190.071330809115,0,0,0,0,0,0.0169491525423729,"Humanities"
"1224","F",0,1,1008.20090342306,0,0,0,0,0,0.103448275862069,"NatSci"
"1225","F",0,1,127.154894857637,0,0,0,0,0,0.0606060606060606,"Humanities"
"1226","F",0,1,115.917249909882,0,0,0,1,0,0.192307692307692,"Undecided"
"1227","F",0,1,95.7744547067787,0,0,0,0,0,0.0714285714285714,"NatSci"
"1228","F",1,1,94.7458215877701,0,0,0,0,0,0.0188679245283019,"NatSci"
"1229","M",0,1,974.544574341804,0,0,0,1,0,0.209302325581395,"NatSci"
"1230","F",0,1,1496.58255014831,0,0,0,0,0,0.0384615384615385,"SocSci"
"1231","M",0,1,200.661638926794,0,1,0,1,0,0.078740157480315,"SocSci"
"1232","M",0,1,179.534696220519,0,1,0,0,0,0,"SocSci"
"1233","M",1,1,429.867567255906,0,0,0,0,0,0.0461538461538462,"NatSci"
"1234","M",0,0,55.3548891654899,0,1,0,0,0,0,"NatSci"
"1235","F",0,1,95.1311550255342,0,0,1,1,0,0.0265957446808511,"NatSci"
"1236","F",0,1,344.562233074795,0,0,0,0,0,0.0232558139534884,"SocSci"
"1237","F",0,1,179.044780038851,0,0,0,2,0,0.0434782608695652,"Arts"
"1238","M",0,0,537.281688092365,0,0,0,1,1,0.0784313725490196,"SocSci"
"1239","F",0,1,808.226470170151,0,1,0,1,0,0.025,"NatSci"
"1240","M",0,0,88.3155054780966,0,1,0,0,0,0.0823529411764706,"Arts"
"1241","M",0,0,71.6718004324392,0,1,0,0,0,0.0178571428571429,"SocSci"
"1242","F",0,1,703.886305428381,0,0,0,1,0,0.178571428571429,"NatSci"
"1243","F",0,0,897.020882576454,0,1,0,0,1,0.015625,"SocSci"
"1244","M",0,1,36.8590118983868,0,0,0,0,0,0.0454545454545455,"Humanities"
"1245","M",0,1,111.929109669435,0,1,0,1,0,0,"Undecided"
"1246","F",0,1,218.973935715021,0,1,0,1,0,0,"NatSci"
"1247","M",0,0,213.267080028683,0,0,0,0,0,0,"SocSci"
"1248","F",1,0,106.616280620315,0,0,0,0,0,0.0178571428571429,"Undecided"
"1249","M",0,0,554.184044137112,0,0,1,0,1,0.0476190476190476,"SocSci"
"1250","M",0,1,1915.09013059778,0,1,0,0,0,0.0689655172413793,"Undecided"
"1251","F",1,1,193.547339518431,0,0,0,1,0,0,"SocSci"
"1252","M",0,0,212.118691945525,0,1,0,0,0,0.0540540540540541,"SocSci"
"1253","M",1,1,197.248888907638,0,0,0,0,0,0,"NatSci"
"1254","F",0,1,60.0660794965078,0,0,0,0,0,0.0238095238095238,"SocSci"
"1255","M",1,1,52.7399488240544,0,1,0,1,0,0.0333333333333333,"NatSci"
"1256","M",0,1,50.4240839193091,0,1,0,0,0,0.0357142857142857,"Inter"
"1257","M",1,1,42.003923047711,0,0,0,0,0,0.05,"NatSci"
"1258","M",1,0,437.756728115706,0,0,0,0,0,0,"SocSci"
"1259","F",1,1,332.787346356104,0,0,0,0,0,0.0238095238095238,"NatSci"
"1260","F",0,1,431.145896314268,0,1,0,0,0,0,"NatSci"
"1261","M",0,1,9.8006257706543,0,0,1,0,0,0.0422535211267606,"NatSci"
"1262","F",1,1,87.9461445431444,0,1,0,0,0,0,"Undecided"
"1263","F",1,1,582.948570036283,0,0,0,0,0,0.116788321167883,"Arts"
"1264","F",0,1,286.993541303406,0,1,0,0,0,0,"NatSci"
"1265","M",0,1,198.240712556293,0,1,0,0,0,0.00961538461538462,"SocSci"
"1266","F",0,1,713.588056126348,1,0,0,0,0,0.107142857142857,"SocSci"
"1267","M",0,1,49.395409762212,0,1,0,1,0,0,"NatSci"
"1268","M",1,1,64.0751189527182,0,0,0,0,0,0,"NatSci"
"1269","F",0,1,166.219519970243,0,0,0,0,0,0,"Humanities"
"1270","M",0,1,2011.6893132572,0,0,0,1,0,0.0493827160493827,"SocSci"
"1271","M",0,0,130.131673732807,0,1,0,0,0,0.0294117647058824,"NatSci"
"1272","M",0,1,55.789318857699,0,0,1,0,0,0.0350877192982456,"NatSci"
"1273","M",0,1,111.941924293817,0,1,0,1,0,0,"Undecided"
"1274","F",0,1,1886.77119831073,0,0,0,2,2,0.221428571428571,"Inter"
"1275","F",1,1,119.042146398624,0,0,0,0,0,0.010989010989011,"Arts"
"1276","F",0,1,1068.83427375006,0,1,0,0,0,0.04,"Arts"
"1277","F",0,1,37.4392605943833,0,1,0,1,0,0.0232558139534884,"Undecided"
"1278","M",0,1,48.3757027153338,0,0,0,1,0,0.125,"SocSci"
"1279","F",0,0,4.26333701625345,0,0,0,0,0,0.0163934426229508,"Humanities"
"1280","F",1,1,906.41899205557,0,1,0,1,0,0.0263157894736842,"NatSci"
"1281","M",0,1,102.16789244822,1,0,1,2,0,0.0597014925373134,"NatSci"
"1282","F",1,1,643.809876671791,0,0,0,1,0,0.0476190476190476,"Humanities"
"1283","F",0,1,215.430945567169,0,1,0,1,0,0.0230769230769231,"Arts"
"1284","M",1,1,921.359230420639,0,1,1,0,0,0.170731707317073,"Humanities"
"1285","F",0,1,557.258911131975,0,1,0,1,4,0.045045045045045,"NatSci"
"1286","F",0,0,352.130784270168,0,0,0,0,0,0.00719424460431655,"SocSci"
"1287","M",0,1,1888.76195247263,0,1,0,1,0,0.025,"NatSci"
"1288","M",0,1,539.264005289945,0,1,0,1,0,0.181818181818182,"NatSci"
"1289","M",1,1,155.290983993491,0,0,0,0,0,0,"NatSci"
"1290","M",0,1,88.5391440313657,0,0,0,1,0,0.0384615384615385,"SocSci"
"1291","M",1,1,315.535703812406,0,1,0,1,0,0.0714285714285714,"NatSci"
"1292","M",1,1,408.085365521265,0,0,0,0,0,0.0476190476190476,"NatSci"
"1293","F",0,1,422.346113671438,0,0,0,0,0,0.0263157894736842,"SocSci"
"1294","F",1,1,525.133185947125,0,0,0,0,0,0.0256410256410256,"Arts"
"1295","M",0,1,497.992156548232,0,1,0,1,0,0.208333333333333,"NatSci"
"1296","M",0,1,141.777906601776,0,1,0,0,0,0,"NatSci"
"1297","M",1,0,93.9565675822002,0,1,0,0,0,0.0317460317460317,"SocSci"
"1298","F",0,1,117.435562506695,0,1,0,0,0,0.0534351145038168,"NatSci"
"1299","F",0,1,106.917593410044,0,1,1,1,0,0.0114942528735632,"NatSci"
"1300","F",0,0,183.600009379473,0,0,0,0,0,0.0178571428571429,"NatSci"
"1301","F",0,0,207.829570867642,0,1,1,1,0,0.0476190476190476,"NatSci"
"1302","F",0,1,440.729638548764,0,1,0,0,0,0.043010752688172,"NatSci"
"1303","F",0,1,41.3957089373922,0,1,0,0,0,0.0714285714285714,"SocSci"
"1304","F",0,1,322.865523566029,0,1,0,1,0,0.087719298245614,"SocSci"
"1305","M",0,1,144.78609437748,0,1,0,1,0,0,"SocSci"
"1306","F",0,1,168.082546197928,0,0,0,0,0,0.018018018018018,"SocSci"
"1307","M",0,1,739.795503093074,0,0,1,0,3,0.260416666666667,"NatSci"
"1308","F",0,1,136.665800362162,0,0,0,0,0,0.0217391304347826,"SocSci"
"1309","M",0,1,532.85573949859,0,1,0,1,0,0.166666666666667,"NatSci"
"1310","F",0,1,119.314609883302,0,0,0,0,0,0.032258064516129,"Humanities"
"1311","F",0,1,588.781458833928,0,1,0,0,1,0.0833333333333333,"SocSci"
"1312","M",0,0,476.964411043359,0,1,0,2,0,0.105263157894737,"SocSci"
"1313","F",0,1,223.445093986297,0,0,0,1,0,0.0204081632653061,"SocSci"
"1314","M",0,1,23.1902947903803,0,1,0,0,0,0.0526315789473684,"NatSci"
"1315","F",0,1,583.366803802619,0,0,0,3,0,0.266666666666667,"NatSci"
"1316","M",0,1,660.259854288002,0,0,0,1,0,0.0142857142857143,"Arts"
"1317","M",0,1,434.948196468602,0,1,0,1,0,0.0909090909090909,"SocSci"
"1318","F",0,1,60.6886738481775,0,0,1,0,0,0.0555555555555556,"Humanities"
"1319","F",0,1,101.875091259447,0,0,0,1,0,0.037037037037037,"Undecided"
"1320","M",1,1,1946.13113909222,0,1,0,1,0,0.302325581395349,"NatSci"
"1321","M",0,0,106.566312097529,0,1,0,0,0,0.0666666666666667,"Undecided"
"1322","M",1,1,56.0161678792978,0,0,0,0,0,0,"Inter"
"1323","M",0,0,485.988820606501,0,1,0,1,0,0.0144927536231884,"SocSci"
"1324","F",1,0,1914.40576465549,0,0,0,0,0,0.06,"NatSci"
"1325","F",1,1,68.5719202203829,0,0,0,0,0,0.00709219858156028,"SocSci"
"1326","M",0,1,68.9387390841845,0,1,0,0,0,0.0625,"SocSci"
"1327","F",0,1,551.750390360564,0,0,0,0,0,0,"Humanities"
"1328","M",0,1,582.349079153589,0,0,0,1,0,0.0578512396694215,"NatSci"
"1329","M",0,0,423.613180761038,0,0,0,1,1,0.0652173913043478,"SocSci"
"1330","F",0,1,442.048032564263,1,0,0,0,0,0.0238095238095238,"NatSci"
"1331","F",1,0,362.409848602017,0,0,0,0,0,0.0138888888888889,"SocSci"
"1332","M",1,1,476.121141596167,0,0,0,0,0,0.05,"NatSci"
"1333","M",0,1,820.369723318594,1,1,0,0,1,0.0532544378698225,"SocSci"
"1334","F",0,1,102.580873433079,0,0,1,1,1,0.0994475138121547,"SocSci"
"1335","M",1,1,110.208635744807,0,1,0,0,0,0,"Humanities"
"1336","F",0,1,174.047514857952,0,0,0,2,0,0.0303030303030303,"SocSci"
"1337","F",1,1,44.0325183261298,0,0,0,0,0,0.0142857142857143,"SocSci"
"1338","F",0,1,929.637516993855,0,0,0,0,0,0.0153846153846154,"SocSci"
"1339","M",0,1,104.708971473584,0,1,0,1,0,0.103448275862069,"SocSci"
"1340","M",0,1,43.9060661531792,0,1,0,1,0,0.00775193798449612,"SocSci"
"1341","M",0,1,421.97692130944,0,0,0,0,0,0,"SocSci"
"1342","F",0,1,195.663524580399,0,1,0,1,0,0,"Undecided"
"1343","F",0,1,66.3945336960803,0,0,0,0,0,0.00943396226415094,"NatSci"
"1344","F",0,1,155.468426676464,0,1,0,0,0,0.0128205128205128,"SocSci"
"1345","F",1,1,207.535341224168,0,1,0,0,0,0.0138888888888889,"NatSci"
"1346","F",1,1,205.943677910915,0,0,0,0,0,0.0602409638554217,"NatSci"
"1347","F",0,1,2.98782682703016,0,0,1,1,0,0.125,"SocSci"
"1348","M",1,1,426.941695237942,0,1,0,1,0,0.0277777777777778,"SocSci"
"1349","F",1,1,162.720528478471,0,0,0,0,0,0.0120481927710843,"NatSci"
"1350","M",0,1,669.484834086358,0,0,1,0,0,0.0408163265306122,"Humanities"
"1351","F",0,0,162.2911911153,0,1,0,0,0,0,"SocSci"
"1352","M",0,1,207.900926756889,0,0,0,0,0,0.0171428571428571,"SocSci"
"1353","F",1,1,267.32189185495,0,0,0,0,0,0.157894736842105,"NatSci"
"1354","F",0,1,49.6757084772372,0,1,0,0,0,0.0975609756097561,"Undecided"
"1355","F",0,1,1235.32248168239,0,0,1,0,0,0.105263157894737,"SocSci"
"1356","M",0,1,111.450161973121,0,0,0,1,0,0.0833333333333333,"Undecided"
"1357","F",0,0,1999.03500342616,0,0,0,1,1,0.0892857142857143,"NatSci"
"1358","F",0,1,87.0420511866029,0,0,0,0,0,0.111111111111111,"Undecided"
"1359","M",0,1,114.734798434658,0,1,0,1,0,0.0192307692307692,"NatSci"
"1360","M",0,1,584.302341160204,0,0,0,0,0,0.0263157894736842,"NatSci"
"1361","F",1,1,94.326768692356,0,0,0,0,0,0.136363636363636,"SocSci"
"1362","F",0,1,236.738479933638,0,0,0,0,0,0.0388349514563107,"Humanities"
"1363","M",0,1,198.187144685173,0,0,0,0,0,0,"NatSci"
"1364","F",1,1,1411.61911708762,0,1,0,0,0,0.24,"Undecided"
"1365","M",1,1,974.909837467114,0,1,0,0,0,0.75,"Inter"
"1366","F",1,1,72.1949919005194,0,0,0,0,0,0.0126582278481013,"NatSci"
"1367","F",0,1,86.2605642154839,0,1,0,1,0,0.0714285714285714,"Arts"
"1368","F",0,1,179.540016587301,0,1,0,1,0,0.0655737704918033,"NatSci"
"1369","M",1,1,1894.65118267225,0,1,0,0,0,0.00925925925925926,"Inter"
"1370","F",0,1,55.217955034714,0,0,0,0,0,0,"NatSci"
"1371","F",1,1,904.1362285169,0,0,0,0,0,0.1,"NatSci"
"1372","F",0,1,114.788886737746,0,1,0,1,0,0.206896551724138,"Humanities"
"1373","F",0,0,41.4307247141851,0,0,0,0,0,0.00775193798449612,"NatSci"
"1374","F",1,0,66.7310584570418,0,0,0,0,0,0.0338983050847458,"Humanities"
"1375","M",0,0,82.3337496370734,0,0,0,0,0,0,"Undecided"
"1376","F",0,1,529.906141035471,0,1,0,1,0,0,"SocSci"
"1377","M",0,1,1321.56170651748,0,1,0,0,0,0,"Undecided"
"1378","M",0,1,396.629032646422,0,0,0,0,0,0,"NatSci"
"1379","F",0,1,57.8612178761488,0,0,0,0,0,0.0333333333333333,"SocSci"
"1380","F",0,1,1847.38561056157,0,1,0,0,0,0.0476190476190476,"Undecided"
"1381","F",0,0,36.312259799131,1,0,0,3,0,0.0515463917525773,"NatSci"
"1382","F",1,1,230.77113361906,0,0,0,0,0,0,"Arts"
"1383","M",1,0,358.889614310983,0,1,0,0,0,0,"SocSci"
"1384","M",1,1,908.029858794541,0,0,0,0,0,0.0338983050847458,"NatSci"
"1385","F",1,1,1887.19745311589,0,1,0,0,0,0.0142857142857143,"SocSci"
"1386","M",1,1,75.3539154843022,0,0,0,0,0,0,"NatSci"
"1387","F",1,1,230.133999934879,0,1,0,0,0,0.021505376344086,"NatSci"
"1388","F",0,0,65.8604245416577,1,0,0,0,0,0.0144927536231884,"Humanities"
"1389","F",1,0,1884.91702376335,0,1,0,0,0,0.0238095238095238,"SocSci"
"1390","M",0,1,128.860484100134,0,1,0,0,0,0.117647058823529,"Undecided"
"1391","F",1,1,78.2050638371801,0,0,0,0,0,0.04,"SocSci"
"1392","M",1,1,51.3244467003538,0,1,1,1,0,0.0909090909090909,"Undecided"
"1393","F",0,1,76.4558613917823,0,1,0,1,0,0,"Undecided"
"1394","F",0,0,55.6250709671074,0,0,0,1,0,0.0909090909090909,"NatSci"
"1395","M",0,1,133.826470613918,0,1,0,1,0,0,"Undecided"
"1396","F",1,1,86.9715179205436,0,0,0,1,0,0.117647058823529,"Inter"
"1397","F",1,1,330.724748093044,0,1,0,0,0,0.171428571428571,"NatSci"
"1398","F",1,1,778.978632430049,0,1,0,0,0,0.0434782608695652,"Undecided"
"1399","F",0,1,1296.99604209097,0,1,0,0,0,0.0533333333333333,"NatSci"
"1400","F",1,1,206.868050409298,0,1,0,0,2,0.466666666666667,"NatSci"
"1401","M",0,0,1060.78334029524,0,1,0,0,0,0.0506329113924051,"Undecided"
"1402","F",0,1,519.943378240114,0,0,0,0,0,0.142857142857143,"NatSci"
"1403","M",0,0,98.5791391756884,0,1,0,0,0,0.0930232558139535,"NatSci"
"1404","M",0,1,100.437439675932,0,1,0,1,0,0.015748031496063,"Humanities"
"1405","M",1,1,913.243308650692,0,1,0,0,1,0.222222222222222,"SocSci"
"1406","M",0,0,1186.39580600921,0,0,0,1,0,0.0752688172043011,"NatSci"
"1407","M",0,0,386.619278538063,1,0,1,3,0,0.0882352941176471,"NatSci"
"1408","M",0,1,145.563770123841,0,1,0,0,0,0.15625,"NatSci"
"1409","M",0,1,55.8714557731297,0,0,0,0,0,0.0526315789473684,"SocSci"
"1410","M",0,1,204.748702991739,0,1,0,1,0,0.181818181818182,"NatSci"
"1411","F",1,1,43.2221218092805,1,0,1,0,0,0.00934579439252336,"SocSci"
"1412","F",0,1,1063.54031405727,0,1,1,1,0,0.0882352941176471,"NatSci"
"1413","F",0,1,590.576634658787,0,0,0,1,0,0.32,"NatSci"
